Company,Date,Amount,TFTD*,Series,Lead Investor,Coverage
Nexii,7/18/2022,"$35,000,000",,,Horizon Technology Finance and Trinity Capital,https://www.geekwire.com/2022/bcs-green-construction-unicorn-nexii-raises-35m-opens-us-manufacturing-site/
Phaidra,7/18/2022,"$25,000,000","$30,500,000",Series A,Starshot Capital,https://www.geekwire.com/2022/seattle-startup-building-industrial-ai-tools-raises-25m-from-deepmind-co-founder-others/
SafeDigit,7/18/2022,"$1,200,000",,Pre-seed,Ascend.vc,
Powin,7/18/2022,"$135,000,000",,,GIC,https://www.geekwire.com/2022/oregon-energy-storage-company-powin-lands-135m-investment-to-fuel-growth-globally/?utm_source=GeekWire+Newsletters&utm_campaign=f0a593abf1-daily-digest-email&utm_medium=email&utm_term=0_4e93fc7dfd-f0a593abf1-234265589&mc_cid=f0a593abf1&mc_eid=5149398d2d
Vimazi,7/18/2022,"$1,000,000","$2,600,000",Seed 3,,
Uplevel,7/13/2022,"$20,000,000","$34,000,000",,Cota Capital,https://www.geekwire.com/2022/uplevel-a-seattle-startup-that-measures-engineer-productivity-raises-20m/
Peer,7/8/2022,"$14,000,000",,,,https://www.geekwire.com/2022/seattle-startup-raises-14m-to-fuel-ambitious-plan-for-a-social-network-built-on-the-blockchain/
Flexe,7/6/2022,"$119,000,000","$265,000,000",Series D,BlackRock,https://www.geekwire.com/2022/flexe-is-seattles-newest-unicorn-warehousing-startup-lands-119m-as-demand-grows/
Slate Dental,6/30/2022,"$600,000",,,Spokane Angel Alliance,
Rollzi,6/30/2022,"$8,000,000","$8,000,000",Seed,,https://www.geekwire.com/2022/former-convoy-director-leads-new-seattle-trucking-startup-that-just-raised-8m/
Coding Dojo,6/30/2022,"$10,000,000",,,Eastward Capital Partners,https://www.geekwire.com/2022/developer-bootcamp-coding-dojo-lands-10m-to-train-more-software-engineers/
Strive,6/29/2022,"$6,000,000","$10,500,000",Series A,Future Communities Capital,https://www.geekwire.com/2022/seattle-wearable-tech-startup-backed-by-nfl-star-and-heisman-trophy-winner-raises-6m/
Jyst,6/29/2022,,"$500,000",,,
Atomo,6/28/2022,"$40,000,000","$51,500,000",Series A,S2G Ventures,https://www.geekwire.com/2022/seattle-beanless-coffee-brewer-atomo-raises-40m-and-begins-selling-its-sustainable-brews-online/
Canada Drives,6/27/2022,"$31,076,000",,,Goeasy,
Alchemon,6/23/2022,"$1,000,000","$1,000,000",,Borderless Capital,
Zap Energy,6/22/2022,"$160,000,000","$200,000,000",,Lowercarbon Capital,https://www.geekwire.com/2022/more-funding-for-fusion-seattle-startup-lands-160m-and-reveals-technology-breakthrough/
mpathic,6/21/2022,"$4,000,000","$5,200,000",Seed,Next Frontier Capital,https://www.geekwire.com/2022/check-your-empathy-this-startup-raised-4m-for-software-that-analyzes-workplace-communication/
Loopie Laundry,6/15/2022,"$1,000,000",,,Jason Calacanis,https://www.geekwire.com/2022/early-uber-investor-jason-calacanis-joins-the-fold-at-loopie-laundry-by-backing-peer-to-peer-startup/
Bttn,6/13/2022,"$20,000,000","$26,500,000",Series A,Tiger Global,https://www.geekwire.com/2022/tiger-global-leads-20m-funding-round-for-seattle-based-medical-supply-startup/
Submittable,6/13/2022,"$47,000,000","$66,000,000",Series C,Accel-KKR,https://www.geekwire.com/2022/from-hippies-to-heavy-hitters-this-social-good-platform-bolstered-its-c-suite-raised-47m/
Echodyne,6/13/2022,"$135,000,000","$195,000,000",Series C,Bill Gates and Baillie Gifford,https://www.geekwire.com/2022/echodyne-radar-venture-flies-higher-with-135m-funding-round-led-by-bill-gates-and-baillie-gifford/
Boulder Care,6/10/2022,"$36,000,000","$50,000,000",Series B,,https://www.geekwire.com/2022/boulder-care-raises-36m-to-grow-telehealth-platform-to-treat-opioid-addiction/
Titan Casket,6/9/2022,"$3,500,000",,,,https://www.geekwire.com/2022/direct-to-consumer-casket-startup-raises-3-5m-to-boost-product-line-and-shipping-speeds/
SecureSave,6/8/2022,"$11,000,000","$14,700,000",,Truist Ventures,https://www.geekwire.com/2022/fintech-startup-securesave-co-led-by-suze-orman-raises-11m/
Talus Bioscience,6/6/2022,"$9,750,000","$11,200,000",,NFX,https://www.geekwire.com/2022/inspired-by-scientist-ceos-seattle-startup-lands-9-75m-to-build-drug-discovery-platform/
ProfoundBio,6/2/2022,"$70,000,000",,Series A,Sequoia China,https://www.geekwire.com/2022/profoundbio-led-by-seagen-veterans-raises-70m/
Chainguard ,6/2/2022,"$50,000,000",,Series A,Sequoia Capital,https://www.geekwire.com/2022/founded-less-than-a-year-ago-security-startup-chainguard-lands-50m/
RealWear,6/1/2022,"$23,500,000",,Series C,Foundry Group,https://www.geekwire.com/2022/realwear-which-builds-head-mounted-headsets-for-frontline-workers-lands-23-5m/
Penny AI,6/1/2022,"$27,000,000",,Series B,PSG,https://www.vantechjournal.com/p/penny-ai-series-b?s=w
Big Whale Labs,6/1/2022,"$3,800,000","$4,400,000",Seed,M13 and Road,https://www.vantechjournal.com/p/big-whale-labs-seed-funding?s=w
ZenLedger,5/25/2022,"$15,000,000","$27,000,000",Series B,ParaFi Capital,https://www.geekwire.com/2022/crypto-tax-startup-zenledger-used-by-the-irs-raises-15m/
Grist Analytics,5/20/2022,"$200,000",,,,https://www.geekwire.com/2022/make-better-beer-brewery-analytics-startup-wins-top-prize-at-seattle-angel-conference-competition/
TheWMarketplace,5/19/2022,"$1,400,000","$1,900,000",,Erika McKitterick,https://www.geekwire.com/2022/how-a-wonder-women-party-and-an-amazon-vet-helped-this-e-commerce-startup-raise-fresh-funds/
Included,5/19/2022,"$3,500,000","$5,400,000",Seed,Trilogy Equity Partners,https://www.geekwire.com/2022/data-for-dei-included-lands-3-5m-to-fuel-software-that-helps-companies-analyze-diversity-trends/
Inflection.io,5/17/2022,"$5,000,000","$6,300,000",Seed,MHS Capital,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
Xemelgo,5/17/2022,"$4,200,000","$5,500,000",,FUSE,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
Joule Case,5/17/2022,"$1,100,000",,,,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
GemmaQ,5/17/2022,"$400,000","$400,000",,Crowberry Capital,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
TimeXtender,5/17/2022,,,,,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
The 2050 Company,5/17/2022,"$23,000",,,,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
Koidra,5/17/2022,"$4,500,000","$4,500,000",Seed,Ospraie Ag Science,https://www.geekwire.com/2022/startup-funding-news-inflection-io-xemelgo-joule-case-others-raise-fresh-cash/
Arrived Homes,5/17/2022,"$25,000,000",,Series A,Forerunner Ventures,https://www.geekwire.com/2022/rental-property-investment-startup-arrived-homes-raises-25m-to-fund-further-expansion/
Tignis,5/12/2022,"$7,200,000",,Series A,DN Capital,https://www.geekwire.com/2022/seattle-startup-tignis-raises-7-2m-to-fuel-use-of-ai-process-control-in-semiconductor-manufacturing/
Irreverent Labs,5/9/2022,"$40,000,000",,,Andreessen Horowitz,https://www.geekwire.com/2022/andreessen-horowitz-doubles-down-on-seattle-blockchain-game-startup-leads-40m-round/
Possible Finance,5/3/2022,"$20,000,000","$45,000,000",,,https://www.geekwire.com/2022/seattle-fintech-startup-possible-finance-lands-20m-to-launch-safest-credit-card-ever/
AccelByte,5/3/2022,"$60,000,000",,Series B,SoftBank,https://www.geekwire.com/2022/softbank-sony-back-60m-round-for-gaming-infrastructure-software-startup-accelbyte/
Edge Delta,5/3/2022,"$63,000,000",,Series B,Quiet Capital,https://www.geekwire.com/2022/edge-delta-lands-63m-to-help-companies-analyze-observability-data-at-its-source/
BattGenie,4/27/2022,"$1,500,000","$1,500,000",Seed,Powerhouse Ventures and VoLo Earth Ventures,https://www.geekwire.com/2022/climate-tech-startup-funding-uw-spinoff-battgenie-and-microsoft-vet-raise-fresh-cash/
iSpot,4/27/2022,"$325,000,000","$383,000,000",,Goldman Sachs,https://www.geekwire.com/2022/goldman-sachs-will-invest-325m-in-ispot-helping-to-break-nielsens-lock-on-tv-ad-measurement/
Copper,4/26/2022,"$29,000,000","$42,300,000",Series A,Flat Ventures,https://www.geekwire.com/2022/copper-a-banking-app-for-teens-with-nearly-1m-users-lands-29m-to-expand-into-investing/
Indicio,4/25/2022,"$3,500,000","$3,500,000",Seed,Hard Yaka,https://www.geekwire.com/2022/indicio-lands-3-5m-to-help-companies-verify-digital-credentials-using-blockchain-tech/
Agility Robotics,4/22/2022,"$150,000,000",,,DCVC and Playground Global,https://www.geekwire.com/2022/agility-robotics-raises-150m-from-amazon-and-others-to-build-robots-used-in-the-workplace/
Convoy,4/21/2022,"$260,000,000","$3,800,000,000",Series E,Baillie Gifford,https://www.geekwire.com/2022/convoy-valued-at-3-8b-after-raising-260m-to-hit-the-gas-on-digital-freight-marketplace/
One More Game,4/20/2022,"$22,000,000",,Series A,Lightspeed Venture Partners,https://www.geekwire.com/2022/funding-news-lightspeed-andreessen-horowitz-back-22m-round-for-seattle-studio-one-more-game/
Picket Homes,4/20/2022,,,Series A,RET Ventures,https://www.geekwire.com/2022/funding-news-lightspeed-andreessen-horowitz-back-22m-round-for-seattle-studio-one-more-game/
OneIDLab,4/20/2022,"$2,200,000",,,Rogue Venture Partners and Columba Ventures Corp,https://www.geekwire.com/2022/funding-news-lightspeed-andreessen-horowitz-back-22m-round-for-seattle-studio-one-more-game/
Statsig,4/20/2022,"$43,000,000","$53,000,000",Series B,Sequoia Capital,https://www.geekwire.com/2022/statsig-raises-43m-series-b-round-for-rapid-live-testing-and-analysis-of-new-product-features/
Shipium,4/14/2022,"$27,000,000","$35,000,000",Series A,Insight Partners,https://www.geekwire.com/2022/solving-the-prime-problem-shipium-lands-27m-to-help-online-retailers-compete-with-amazon/
Formations,4/13/2022,"$8,000,000","$11,000,000",Series A,,https://www.geekwire.com/2022/funding-news-fintech-startup-for-freelancers-lands-8m-electric-car-data-platform-raises-4-5m/
Recurrent,4/13/2022,"$4,500,000",,,,https://www.geekwire.com/2022/funding-news-fintech-startup-for-freelancers-lands-8m-electric-car-data-platform-raises-4-5m/
Aurion Biotech,4/12/2022,"$12,000,000",,,Deerfield Management,https://www.geekwire.com/2022/cell-therapy-biotech-raises-120m-to-advance-therapy-to-treat-common-cornea-condition/
Trendio,4/12/2022,"$3,000,000",,Seed,Madrona Venture Group,https://www.geekwire.com/2022/funding-news-former-amazon-vp-raises-3m-for-beauty-shopping-startup-tagboard-lands-more-cash/
Union.ai,4/12/2022,"$10,000,000","$10,000,000",Seed,NEA,https://www.geekwire.com/2022/funding-news-former-amazon-vp-raises-3m-for-beauty-shopping-startup-tagboard-lands-more-cash/
Wavy,4/12/2022,,,Seed,Laconia Capital,https://www.geekwire.com/2022/funding-news-former-amazon-vp-raises-3m-for-beauty-shopping-startup-tagboard-lands-more-cash/
Kivo,4/12/2022,"$3,000,000","$3,000,000",Seed,Facet Life Sciences and Oregon Venture Fund,https://www.geekwire.com/2022/funding-news-former-amazon-vp-raises-3m-for-beauty-shopping-startup-tagboard-lands-more-cash/
Direqt,4/12/2022,"$1,300,000",,,,https://www.geekwire.com/2022/funding-news-former-amazon-vp-raises-3m-for-beauty-shopping-startup-tagboard-lands-more-cash/
CorneaGen,4/12/2022,"$120,000,000",,,Deerfield Management,https://www.geekwire.com/2022/cell-therapy-biotech-raises-120m-to-advance-therapy-to-treat-common-cornea-condition/
Receptor Life Sciences,4/7/2022,"$9,700,000",,,Granite Point Capital,https://www.geekwire.com/2022/seattle-startup-raises-9-7m-for-clinical-trial-to-test-inhaled-cbd-as-anxiety-treatment/
Arzeda,3/31/2022,"$33,000,000",,Series B,Conti Ventures,https://www.geekwire.com/2022/funding-news-enzyme-design-startup-lands-33m-addiction-recovery-company-raises-3m/
WEconnect Health Management,3/31/2022,"$3,000,000","$30,100,000",,Fred Luddy,https://www.geekwire.com/2022/funding-news-enzyme-design-startup-lands-33m-addiction-recovery-company-raises-3m/
Teal,3/29/2022,"$10,800,000","$20,000,000",Series A,StageDotO Ventures,https://www.geekwire.com/2022/seattle-area-iot-startup-teal-lands-10-8m/
Outgo,3/24/2022,"$3,400,000",,,Neo ,https://www.geekwire.com/2022/uber-convoy-vets-raise-3-4m-for-new-banking-startup-that-helps-freight-carriers/
Headset,3/21/2022,"$11,500,000","$29,500,000",,,https://www.geekwire.com/2020/headset-raises-3-2m-grow-marijuana-data-platform-cannabis-sales-surge-amid-pandemic/
Cascade,3/21/2022,"$29,000,000","$34,000,000",Series A,Telescope Partners ,https://www.businesswire.com/news/home/20220321005385/en/Cascade-Raises-29-Million-Series-A-to-Get-Strategy-Out-of-Boardrooms
Tomo,3/21/2022,"$40,000,000",,Series A,SVB Capital ,https://www.geekwire.com/2022/tomo-a-paypal-for-the-mortgage-industry-fintech-startup-lands-40m-at-640m-valuation/
Shobitam,3/17/2022,"$1,500,000","$1,500,000",Seed,Hearth Ventures ,https://www.geekwire.com/2022/seattle-sisters-lead-fast-growing-e-commerce-startup-selling-ethnic-fashion-products-worldwide/
Retrocausal,3/16/2022,"$3,400,000","$4,500,000",Seed,"Glasswing Ventures, Differential Ventures",https://www.geekwire.com/2022/seattle-computer-vision-startup-led-by-former-hololens-scientist-lands-3-4m/
IUNU,3/16/2022,"$24,000,000","$60,000,000",Series B,Lewis & Clark AgriFood,https://www.geekwire.com/2022/iunu-a-seattle-startup-that-develops-computer-vision-tech-for-greenhouses-raises-24m/
Radious,3/16/2022,"$265,000","$325,000",,"Portland Seed Fund, OTBC’s Westside Startup Fund 7",https://www.geekwire.com/2022/remote-possibilities-this-startup-is-building-an-airbnb-style-platform-for-home-office-rentals/
Doxo,3/16/2022,"$18,500,000","$43,750,000",Series C,Jackson Square Ventures ,https://www.geekwire.com/2022/bill-pay-software-startup-doxo-lands-18-5m/
Pallet,3/16/2022,"$15,000,000","$18,600,000",Series A,"DBL Partners, Citi",https://www.geekwire.com/2022/startup-tackling-homelessness-with-easily-erected-durable-shelters-lands-15m/
PairTree,3/15/2022,"$5,100,000","$7,350,000",Seed,Trust Ventures,https://www.geekwire.com/2022/startup-funding-news-pairtree-rightbound-loantuitive-crelate-raise-fresh-cash/
Kymeta Corp,3/15/2022,"$84,000,000","$524,870,000",,Bill Gates ,https://www.geekwire.com/2022/startup-funding-news-pairtree-rightbound-loantuitive-crelate-raise-fresh-cash/
RightBound,3/15/2022,"$15,500,000","$27,000,000",Series A ,Innovation Endeavors,https://www.geekwire.com/2022/startup-funding-news-pairtree-rightbound-loantuitive-crelate-raise-fresh-cash/
LOANtuitive,3/15/2022,"$1,100,000","$1,100,000",Pre-seed,Ascend,https://www.geekwire.com/2022/startup-funding-news-pairtree-rightbound-loantuitive-crelate-raise-fresh-cash/
Crelate,3/15/2022,"$5,000,000","$11,500,000",,Five Elms Capital,https://www.geekwire.com/2022/startup-funding-news-pairtree-rightbound-loantuitive-crelate-raise-fresh-cash/
BearTax,3/10/2022,"$3,200,000","$3,200,000",Seed,Ascend ,https://www.geekwire.com/2022/crypto-tax-software-startup-beartax-lands-3-2m/
Round,3/3/2022,"$12,000,000","$12,000,000",Seed,Fuse,https://www.geekwire.com/2022/funding-news-microsoft-vets-raise-12m-for-round-pto-exchange-lands-5m-and-more/
PTO Exchange,3/3/2022,"$5,400,000","$9,000,000",Seed II,TTV Capital,https://www.geekwire.com/2022/funding-news-microsoft-vets-raise-12m-for-round-pto-exchange-lands-5m-and-more/
Sanctuary AI,3/3/2022,"$58,500,000",,Series A,,https://www.geekwire.com/2022/funding-news-microsoft-vets-raise-12m-for-round-pto-exchange-lands-5m-and-more/
Fabric,2/24/2022,"$140,000,000","$293,500,000",C,SoftBank,https://www.geekwire.com/2022/e-commerce-startup-fabric-led-by-amazon-vets-raises-140m-at-1-5b-valuation-from-softbank-and-others-to-pursue-absurd-opportunity/
Xplore,2/24/2022,"$16,200,000",,,,https://www.geekwire.com/2022/xplore-says-its-brought-in-16-2m-so-far-for-its-space-as-a-service-satellite-program/
Operto,2/22/2022,"$12,000,000",,A,Fuse,https://www.geekwire.com/2022/seattle-firm-fuse-leads-12m-round-for-vancouver-hospitality-tech-startup-operto/
MontyCloud,2/21/2022,"$3,000,000","$6,000,000",,,https://www.geekwire.com/2022/cloud-operations-startup-montycloud-lands-3m/
Magnolia Medical,2/16/2022,"$46,000,000","$115,000,000",,"RTW Investments, LP, Sectoral Asset Management",https://www.geekwire.com/2022/reducing-contamination-during-blood-tests-magnolia-medical-lands-46m-to-fuel-growth/
Parse Biosciences,2/15/2022,"$41,000,000","$50,000,000",A,"Marshall Wace, Janus Henderson Investors",https://www.geekwire.com/2022/the-golden-age-for-research-tools-parse-biosciences-raises-41-5m-for-single-cell-tech/
Showdigs,2/15/2022,"$7,400,000","$10,400,000",Seed,MetaPop,https://www.geekwire.com/2022/real-estate-startup-showdigs-raises-7-4m-as-it-looks-to-grow-team-and-expand-across-u-s/
Proxi,2/14/2022,"$1,200,000",,Seed,Graham & Walker,https://www.geekwire.com/2022/proxi-morphs-from-trick-or-treating-tool-to-an-ambitious-mapping-startup-that-just-raised-1-2m/
Kevala,2/14/2022,"$12,100,000","$16,100,000",A,Cercano Management (fka Vulcan Capital),https://www.geekwire.com/2022/kevala-lands-12-1m-to-address-worker-shortages-for-healthcare-companies/
Curevo,2/11/2022,"$60,000,000",,A,RA Capital Management,https://www.geekwire.com/2022/vaccine-startup-curevo-takes-on-pharma-giant-gsk-raises-60m-for-trial-of-shingles-shot/
Mystery,2/10/2022,"$18,500,000","$22,750,000",A,Greylock Partners,https://www.geekwire.com/2022/perfect-pivot-mystery-hits-100m-valuation-after-shift-from-date-facilitator-to-employee-engagement/
Allumia,2/8/2022,"$7,500,000","$10,000,000",A,JW Asset Management,https://www.geekwire.com/2022/energy-efficiency-company-offering-no-money-down-commercial-upgrades-raises-7-5m/
Wavely Diagnostics,2/8/2022,"$2,200,000","$4,400,000",A,Ambit Health Ventures,https://www.geekwire.com/2022/this-seattle-startup-just-raised-2-2m-for-an-app-that-detects-ear-infections/
Modumetal,2/8/2022,"$14,000,000",,,Atlas Innovate and Rotor Capital,https://www.geekwire.com/2022/funding-news-materials-maker-lands-14m-cybersecurity-startup-raises-4-5m-and-more/
DeepSurface,2/8/2022,"$4,500,000",,,Differential Ventures,https://www.geekwire.com/2022/funding-news-materials-maker-lands-14m-cybersecurity-startup-raises-4-5m-and-more/
Paidia Gaming,2/8/2022,"$4,400,000",,Seed,,https://www.geekwire.com/2022/funding-news-materials-maker-lands-14m-cybersecurity-startup-raises-4-5m-and-more/
Gandeeva Therpeutics,2/8/2022,"$40,000,000",,A,"Lux Capital, Leaps by Bayer",https://www.geekwire.com/2022/funding-news-materials-maker-lands-14m-cybersecurity-startup-raises-4-5m-and-more/
MintList,2/8/2022,"$2,000,000",,Seed,StandUp Ventures,https://www.geekwire.com/2022/funding-news-materials-maker-lands-14m-cybersecurity-startup-raises-4-5m-and-more/
Phylos,2/8/2022,"$7,600,000",,,Merida Capital Holdings ,https://www.geekwire.com/2022/funding-news-materials-maker-lands-14m-cybersecurity-startup-raises-4-5m-and-more/
Almas Insight,2/8/2022,"$1,500,000",,Seed,Learn Capital,https://www.newswire.com/news/almas-insight-a-data-company-that-focuses-on-measuring-human-21622308
Cloud Paper,2/3/2022,"$5,000,000","$8,500,000",A,,https://www.geekwire.com/2022/flush-with-cash-bezos-and-big-name-celebs-get-behind-tree-free-toilet-paper-startup-with-5m/
Goodbill,2/3/2022,"$3,400,000",,Seed,Founders’ Co-op,https://www.geekwire.com/2022/the-darkest-most-bottomless-pit-in-healthcare-goodbill-raises-3-4m-to-tackle-medical-billing/
PlexTrac,2/2/2022,"$70,000,000","$80,000,000",B,Insight Partners,https://www.geekwire.com/2022/cybersecurity-startup-plextrac-raises-70m/
Lost Lake Games,2/1/2022,"$5,000,000",,,Bitkraft Ventures,https://www.geekwire.com/2022/starcraft-rockstar-arenanet-vets-land-5m-for-stealthy-seattle-studio-lost-lake-games/
Measure Labs,1/26/2022,"$4,700,000",,,,https://www.geekwire.com/2022/stealthy-digital-health-startup-measure-labs-raising-cash-for-remote-care-tech/
Logixboard,1/26/2022,"$32,000,000","$45,000,000",B,Insight Partners,https://www.geekwire.com/2022/logixboard-lands-32m-as-supply-chain-chaos-drives-demand-for-freight-forwarding-software/
Atlas Health,1/25/2022,"$40,000,000","$44,500,000",A,,https://www.geekwire.com/2022/seattle-startup-atlas-health-raises-40m-to-help-healthcare-customers-find-philanthropic-aid-for-patients/
Bateau,1/24/2022,"$4,000,000",,,CRV,https://www.geekwire.com/2022/bateau-lands-4m-for-software-used-by-senior-living-companies/
Zuper,1/21/2022,"$13,000,000",,A,FUSE,https://www.geekwire.com/2022/field-workforce-management-software-startup-zuper-lands-13m/
Stably,1/21/2022,"$5,000,000",,Pre-A,Morgan Creek Capital,https://www.stably.io/post/stably-raises-pre-series-a-round-led-by-cream-and-vechains-founders-plus-morgan-creek-capital/
BirchAI,1/19/2022,"$3,100,000","$3,600,000",Seed ,Radical Ventures,https://www.geekwire.com/2022/ai2-spinout-birchai-lands-3-1m-for-healthcare-customer-support-platform/
Radian Aerospace,1/19/2022,"$27,000,000",,Seed,Fine Structure Ventures,https://www.geekwire.com/2022/radian-aerospace-comes-out-of-stealth-and-raises-27-5m-for-orbital-space-plane-development/
Pebblebee,1/19/2022,,,,Sourcenext,https://www.geekwire.com/2022/smart-tracking-device-maker-pebblebee-raises-more-cash-and-adds-new-ceo-to-scale-startup/
Evocalize,1/18/2022,"$12,000,000",,A,Move,https://www.geekwire.com/2022/realtor-com-operator-move-leads-12m-round-for-seattle-marketing-startup-evocalize/
Aigen,1/18/2022,"$4,000,000",,Seed,NEA,https://www.geekwire.com/2022/tech-vets-land-4m-to-develop-solar-powered-robots-that-zap-weeds-and-regenerate-soil/
Highspot,1/13/2022,"$248,000,000","$600,000,000",F,"B Capital Group, D1 Capital Partners",https://www.geekwire.com/2022/highspot-raises-248m-at-3-5b-valuation-as-demand-rises-for-software-that-helps-salespeople/
Seashell,1/13/2022,"$6,000,000",,Seed,"Khosla Ventures, Kindred Ventures",https://www.geekwire.com/2022/mark-cuban-robinhood-ceo-coinbase-ventures-among-investors-in-new-seattle-fintech-startup/
SeekOut,1/12/2022,"$115,000,000","$186,000,000",C,Tiger Global Management,https://www.geekwire.com/2022/latest-unicorn-sighting-in-seattle-seekout-lands-115m-to-expand-recruiting-software/
CODA Farm Technologies,1/12/2022,"$2,200,000",,Seed,Lower Carbon Capital,https://www.geekwire.com/2022/sibling-founding-team-fuses-tech-and-farm-roots-to-land-2-2m-for-agriculture-iot-startup/
Pendulum,1/7/2022,"$5,900,000",,Seed,Madrona Venture Group,https://www.geekwire.com/2022/pendulum-raises-5-9m-to-help-companies-identify-potential-harmful-narratives-online/
Augment AI Corp,1/5/2022,"$3,450,000",,Seed,"FlyingFish Ventures, JAZZ Venture Partners",https://www.geekwire.com/2022/napster-co-founder-leads-secretive-seattle-startup-that-just-raised-3-5m-to-supercharge-productivity/
Pictory,1/4/2022,"$2,100,000",,Seed,FUSE,https://www.geekwire.com/2022/seattle-investors-back-new-startup-pictory-that-aims-to-automate-short-form-video-production/
Good Therapeutics,12/30/2021,"$8,000,000","$30,000,000",B,,https://www.geekwire.com/2021/good-therapeutics-lands-8m-to-develop-protein-drugs-that-work-only-where-needed-in-the-body/
Curi Bio,12/29/2021,"$10,000,000","$16,000,000",A,Dynamk Capital,https://www.geekwire.com/2021/curi-bio-raises-10m-for-stem-cell-based-drug-discovery-platforms/
Modern Electron,12/27/2021,"$30,000,000","$70,000,000",,,https://www.geekwire.com/2021/intellectual-ventures-spinoff-modern-electron-raising-cash-for-heat-to-electricity-tech/
Rec Room,12/20/2021,"$145,000,000","$245,000,000",,,https://www.geekwire.com/2021/seattle-vr-startup-rec-room-hits-3-5b-valuation-with-new-145m-round/
Tasso,12/17/2021,"$100,000,000","$131,000,000",B,RA Capital Management,https://www.geekwire.com/2021/seattle-startup-tasso-lands-100m-for-self-administered-blood-collection-devices/
Stoke Space,12/15/2021,"$65,000,000","$74,100,000",A,Breakthrough Energy Ventures,https://www.geekwire.com/2021/breakthrough-energy-ventures-leads-65m-funding-round-for-stoke-spaces-reusable-rocket-stages/
Damon Motors,12/14/2021,"$30,000,000","$58,600,000",B,House of Lithium,https://www.geekwire.com/2021/climate-funding-amazon-makes-more-investments-alaska-airlines-and-bill-gates-led-effort-back-aviation-startup/
Level,12/13/2021,"$7,000,000","$8,500,000",Seed,Anthos Capital,https://www.geekwire.com/2021/level-rides-great-resignation-wave-and-lands-7m-for-credit-service-used-by-independent-contractors/
Torq,12/7/2021,"$50,000,000","$78,000,000",B,Insight Partners,https://www.geekwire.com/2021/torq-raises-50m-to-help-companies-automate-security-processes/
Bamboo Learning,12/7/2021,,"$2,000,000",,,https://www.geekwire.com/2021/edtech-startup-bamboo-learning-raises-cash-from-ex-amazon-vps-and-new-day-one-syndicate/
Route Line,12/7/2021,"$1,500,000",,Seed,Fuse,https://www.geekwire.com/2021/hospitality-vet-launches-route-line-in-drive-to-provide-better-access-to-adventure-travel-vehicles/
Cyrus Biotechnology,12/6/2021,"$18,000,000","$26,000,000",B,,https://www.geekwire.com/2021/funding-news-cyrus-lands-18m-and-buys-startup-developing-covid-19-therapeutic-spare-labs-snags-18m-for-mobility-software/
Standard Lithium,12/6/2021,"$100,000,000",,,Koch Investment Group,https://www.geekwire.com/2021/funding-news-cyrus-lands-18m-and-buys-startup-developing-covid-19-therapeutic-spare-labs-snags-18m-for-mobility-software/
 Barn2Door,12/6/2021,"$6,000,000","$17,600,000",,Quiet Capital,https://www.geekwire.com/2021/funding-news-cyrus-lands-18m-and-buys-startup-developing-covid-19-therapeutic-spare-labs-snags-18m-for-mobility-software/
Spare Labs,12/6/2021,"$18,000,000",,A,Inovia Capital,https://www.geekwire.com/2021/funding-news-cyrus-lands-18m-and-buys-startup-developing-covid-19-therapeutic-spare-labs-snags-18m-for-mobility-software/
Tune Therapeutics,12/2/2021,"$40,000,000",,A,"New Enterprise Associates, Emerson Collective",https://www.geekwire.com/2021/tune-therapeutics-launches-with-40m-in-funding-aims-to-fine-tune-activity-of-genes-in-cells/
StormSensor,12/1/2021,"$10,000,000","$16,000,000",,"Orbia Ventures, Buoyant Ventures",https://www.geekwire.com/2021/stormsensor-raises-10m-for-rain-management-tech-amid-severe-flooding-across-the-world/
Upbound,12/1/2021,"$60,000,000","$77,000,000",B,Tiger Global,https://www.geekwire.com/2021/funding-news-upbound-raises-60m-for-cloud-infrastructure-competitive-intelligence-startup-klue-lands-62m/
Klue,12/1/2021,"$62,000,000","$69,000,000",B,Altimeter Capital,https://www.geekwire.com/2021/funding-news-upbound-raises-60m-for-cloud-infrastructure-competitive-intelligence-startup-klue-lands-62m/
HaptX,12/1/2021,"$4,000,000",,A,,https://www.geekwire.com/2021/funding-news-upbound-raises-60m-for-cloud-infrastructure-competitive-intelligence-startup-klue-lands-62m/
Lucent Biosciences,12/1/2021,"$4,200,000",,,,https://www.geekwire.com/2021/funding-news-upbound-raises-60m-for-cloud-infrastructure-competitive-intelligence-startup-klue-lands-62m/
Mangrove Lithium,12/1/2021,"$10,000,000",,A,Breakthrough Energy Ventures,https://www.geekwire.com/2021/climate-tech-funding-news-battgenie-works-its-magic-lithium-refining-startup-gets-gates-support/
